id,data,label
7796,"The Employer’s Representative shall give the Notice of agreement, if agreement is achieved, within 42 days, or within such other time limit as may be proposed by the Employer’s Representative and agreed by both Parties, after in the case of a matter to be agreed or determined, the date of commencement of the time limit for agreement as stated in the applicable Sub-Clause of these Conditions.",OBLI-direct#OTHERS
7797,"The Employer’s Representative shall give the Notice of agreement, if agreement is achieved, within 42 days, or within such other time limit as may be proposed by the Employer’s Representative and agreed by both Parties, after in the case of a Claim under Sub-Clause, the date the Employer’s Representative receives a Notice under Sub-Clausefrom the claiming Party.",OBLI-direct#OTHERS
7798,"The Employer’s Representative shall give the Notice of agreement, if agreement is achieved, within 42 days, or within such other time limit as may be proposed by the Employer’s Representative and agreed by both Parties, after the date the Employer’s Representative receives a fully detailed Claim under Sub-Clause.",OBLI-direct#OTHERS
7799,"The Employer’s Representative shall give the Notice of agreement, after the date the Employer’s Representative receives in the case of a Claim under Sub-Clause, an interim or fnal fully detailed Claim.",OBLI-direct#OTHERS
7800,"The Employer’s Representative shall give the Notice of his/her determination within 42 days, or within such other time limit as may be proposed by the Employer’s Representative and agreed by both Parties, after the date corresponding to his/ her obligation to proceed under the last paragraph of Sub-Clause.",OBLI-direct#OTHERS
7801,"If the Employer’s Representative does not give the Notice of agreement or determination within the relevant time limit in the case of a Claim, the Employer’s Representative shall be deemed to have given a determination rejecting the Claim.",NON
7802,"in the case of a matter to be agreed or determined, the matter shall be deemed to be a Dispute which may be referred by either Party to the DAAB for its decision under Sub-Clause without the need for a NOD of Sub-Clause shall not apply.",NON
7803,"Each agreement or determination shall be binding on both Parties unless and until corrected under this Sub-Clause or, in the case of a determination, it is revised under Clause.",NON
7806,"If, within 14 days after giving or receiving the Employer’s Representative’s Notice of agreement or determination, any error of a typographical or clerical or arithmetical nature is found, then Employer’s Representative shall immediately advise the Parties accordingly.",OBLI-direct#OTHERS
7807,then Party shall give a Notice to the other Employer’s Representative stating that it is given under this Sub-Clauseand clearly identifying the error.,OBLI-direct#OTHERS
7808,If the Employer’s Representative does not agree there was an error he/she shall immediately advise the Parties accordingly.,OBLI-direct#OTHERS
7809,"The Employer’s Representative shall within 7 days after finding the error, or after receiving a Notice under sub-paragraph above, give a Notice to both Parties of the corrected agreement or determination.",OBLI-direct#OTHERS
7810,"Thereafter, the corrected agreement or determination shall be treated as the agreement or determination for the purpose of these Conditions.",NON
7811,"If either Party is dissatisfied with a determination of the Employer’s Representative, the dissatisfied Party may give a NOD to the other Party, with a copy to the Employer’s Representative.",NON
7812,this NOD shall state that it is a “Notice of Dissatisfaction with the Employer’s Representative’s Determination” and shall set out the reason for dissatisfaction.,NON
7815,"thereafter, either Party may proceed under Sub-Clause.",NON
7816,"If no NOD is given by either Party within the period of 28 days stated in sub-paragraph above, the determination of the Employer’s Representative shall be deemed to have been accepted by both Parties and be final and binding on them.",NON
7817,"If the dissatisfied Party is dissatisfied with only part of the Employer’s Representative’s determination, this part shall be clearly identified in the NOD.",NON
7818,"this part, and any other parts of the determination that are affected by such part or rely on such part for completeness, shall be deemed to be severable from the remainder of the determination.",NON
7819,the remainder of the determination shall become final and binding on both Parties as if the NOD had not been given.,NON
7820,In the event that a Party fails to comply with an agreement of the Parties under this Sub-Clause in which case the first and the third paragraphs of Sub-Clause shall apply to such reference in the same manner as these paragraphs apply to a final and binding decision of the DAAB.,NON
7821,Either Party may require the other Party to attend a management meeting to discuss arrangements for future work and other matters in connection with execution of the Works.,NON
7822,"The Employer’s other contractors, the personnel of legally constituted public authorities and private utility companies, and Subcontractors may attend any such meeting, if requested by either Party.",NON
7823,The Employer shall keep a record of each management meeting and supply copies of the record to those attending.,EMPLOYER#OBLI-direct
7824,"At any such meeting, and in the record, responsibilities for any actions to be taken shall be in accordance with the Contract.",NON
7825,The Contractor shall execute the Works in accordance with the Contract.,CONTRACTOR#OBLI-direct
7826,"When completed, the Works shall be ft for the purpose for which they are intended, as defined and described in the Employer’s Requirements or, where no purpose are so defined and described, ft for their ordinary purpose.",NON
7827,"The Contractor shall provide the Plant and Contractor’s Documents specified in the Employer’s Requirements, and all Contractor’s Personnel, Goods, consumables and other things and services, whether of a temporary or permanent nature, required to fulfl the Contractor’s obligations under the Contract.",CONTRACTOR#OBLI-direct
7828,"The Works shall include any work which is necessary to satisfy the Employer’s Requirements and Schedules, or is implied by the Contract, and all works which are necessary for stability or for the completion, or safe and proper operation, of the Works.",NON
7829,"The Contractor shall be responsible for the adequacy, stability and safety of all the Contractor’s operations and activities, of all methods of construction and of all the Works.",CONTRACTOR#OBLI-direct
7830,"The Contractor shall, whenever required by the Employer, submit details of the arrangements and methods which the Contractor proposes to adopt for the execution of the Works.",CONTRACTOR#OBLI-direct
7831,No significant alteration to these arrangements and methods shall be made without this alteration having been submitted to the Employer.,NON
7832,"The Contractor shall obtain a Performance Security to secure the Contractor’s proper performance of the Contract, in the amount and currencies stated in the Contract Data.",CONTRACTOR#OBLI-direct
7833,"If no amount is stated in the Contract Data, this Sub-Clause shall not apply.",NON
7834,The Contractor shall deliver the Performance Security to the Employer within 28 days after both Parties have signed the Contract Agreement.,CONTRACTOR#OBLI-direct
7835,"The Performance Security shall be issued by an entity and from within a country to which the Employer gives his/her consent and shall be in the form annexed to the Particular Conditions, or in another form agreed by the Employer.",NON
7836,The Contractor shall ensure that the Performance Security remains valid and enforceable until the issue of the Performance Certificate and the Contractor has complied with Sub-Clause.,CONTRACTOR#OBLI-direct
7837,"If the terms of the Performance Security specify an expiry date, and the Contractor has not become entitled to receive the Performance Certificate by the date 28 days before the expiry date, the Contractor shall extend the validity of the Performance Security until the issue of the Performance Certificate and the Contractor has complied with Sub-Clause.",CONTRACTOR#OBLI-direct
7838,Whenever Variations and adjustments under Clause result in an accumulative increase or decrease of the Contract Price by more than twenty percent of the Contract Price stated in the Contract Agreement:,NON
7839,"in the case of such an increase, at the Employer’s request the Contractor shall promptly increase the amount of the Performance Security in that currency by a percentage equal to the accumulative increase.",CONTRACTOR#OBLI-direct
7840,"If the Contractor incurs Cost as a result of this Employer’s request, Sub-Clause shall apply as if the increase had been instructed by the Employer.",NON
7841,"Sub-Clause shall apply in the case of such a decrease, subject to the Employer’s prior consent.",NON
7842,the Contractor may decrease the amount of the Performance Security in that currency by a percentage equal to the accumulative decrease.,NON
7848,"The Employer shall indemnify and hold the Contractor harmless against and from all damages, losses and expenses resulting from a claim under the Performance Security to the extent that the Employer was not entitled to make the claim.",EMPLOYER#OBLI-direct
7849,Any amount which is received by the Employer under the Performance Security shall be taken into account in the final payment to the Contractor under Sub-Clause.,NON
7851,The Employer shall return the Performance Security to the Contractor within 21 days after the issue of the Performance Certificate and the Contractor has complied with Sub-Clause.,EMPLOYER#OBLI-direct
7852,The Employer shall return the Performance Security to the Contractor promptly after the date of termination if the Contract is terminated in accordance with Sub-Clause.,EMPLOYER#OBLI-direct
7853,"The Contractor shall appoint the Contractor’s Representative and shall give him/her all authority necessary to act on the Contractor’s behalf under the Contract, except to replace the Contractor’s Representative.",CONTRACTOR#OBLI-direct
7854,"The Contractor’s Representative shall be qualified, experienced and competent in the main engineering discipline applicable to the Works and fluent in the language for communications defined in Sub-Clause.",NON
7855,"Unless the Contractor’s Representative is named in the Contract, the Contractor shall, before the Commencement Date, submit to the Employer for consent the name and particulars of the person the Contractor proposes to appoint as Contractor’s Representative.",CONTRACTOR#OBLI-direct
7856,"If consent is withheld or subsequently revoked, or if the appointed person fails to act as Contractor’s Representative, the Contractor shall similarly submit the name and particulars of another suitable replacement for such appointment.",CONTRACTOR#OBLI-direct
7857,"If the Employer does not respond within 28 days after receiving this submission, by giving a Notice to the Contractor objecting to the proposed person or replacement, the Employer shall be deemed to have given the Employer’s consent.",NON
7858,"The Contractor shall not, without the Employer’s prior consent, revoke the appointment of the Contractor’s Representative or appoint a replacement.",CONTRACTOR#OBLI-direct
7859,"Unless otherwise agreed by the Employer, the whole time of the Contractor’s Representative shall be given to directing the Contractor’s performance of the Contract.",OBLI-direct#OTHERS
7860,"The Contractor’s Representative shall act for and on behalf of the Contractor at all times during the performance of the Contract, including issuing and receiving all Notices and other communications under Sub-Clause and for receiving instructions under Sub-Clause.",OBLI-direct#OTHERS
7861,"Unless otherwise agreed by the Employer, the Contractor’s Representative shall be based at the Site for the whole time that the Works are being executed at the Site.",OBLI-direct#OTHERS
7862,"If the Contractor’s Representative is to be temporarily absent from the Site during the execution of the Works, a suitable replacement shall be temporarily appointed, subject to the Employer’s prior consent.",OBLI-direct#OTHERS
7863,"The Contractor’s Representative may delegate any powers, functions and authority except the authority to issue and receive Notices and other communications under Sub-Clause.",NON
7864,"The Contractor’s Representative may delegate any powers, functions and authority except the authority to receive instructions under Sub-Clause to any suitably competent and experienced person and may at any time revoke the delegation.",NON
7865,"Any delegation or revocation shall not take effect until the Employer has received a Notice from the Contractor’s Representative, naming the person, specifying the powers, functions and authority being delegated or revoked, and stating the timing of the delegation or revocation.",NON
7866,All these persons shall be fluent in the language for communications defined in Sub-Clause.,NON
7867,The Contractor shall not subcontract works with a total accumulated value greater than the percentage stated in the Contract Data of the Contract Price stated in the Contract Agreement.,CONTRACTOR#OBLI-direct
7868,The Contractor shall not subcontract any part of the Works for which subcontracting is not permitted as stated in the Contract Data.,CONTRACTOR#OBLI-direct
7869,"The Contractor shall be responsible for the work of all Subcontractors, for managing and coordinating all the Subcontractors’ works, and for the acts or defaults of any Subcontractor, any Subcontractor’s agents or employees, as if they were the acts or defaults of the Contractor.",CONTRACTOR#OBLI-direct
7870,"Where specified in the Contract Data, the Contractor shall give a Notice to the Employer not less than 28 days before the intended appointment of a Subcontractor, with detailed particulars which shall include the Subcontractor’s relevant experience.",CONTRACTOR#OBLI-direct
7871,the Contractor shall give a Notice to the Employer not less than 28 days before the intended commencement of the Subcontractor’s work.,CONTRACTOR#OBLI-direct
7872,the Contractor shall give a Notice to the Employer not less than 28 days before the intended commencement of the Subcontractor’s work on the Site.,CONTRACTOR#OBLI-direct
7873,"In this Sub-Clause, “nominated Subcontractor” means a Subcontractor named as such in the Employer’s Requirements or whom the Employer, under Sub-Clause, instructs the Contractor to employ as a Subcontractor.",NON
7874,"The Contractor shall not be under any obligation to employ a nominated Subcontractor whom the Employer instructs and against whom the Contractor raises reasonable objection by giving a Notice to the Employer, with detailed supporting particulars, no later than 14 days after receiving the Employer’s instruction.",CONTRACTOR#OBLI-direct
7875,"An objection shall be deemed reasonable if it arises from any of the following matters, unless the Employer agrees to indemnify the Contractor against and from the consequences of the matter.",NON
7876,"there are reasons to believe that the Subcontractor does not have sufficient competence, resources or financial strength.",NON
7877,"the subcontract does not specify that the nominated Subcontractor shall indemnify the Contractor against and from any negligence or misuse of Goods by the nominated Subcontractor, the nominated Subcontractor’s agents and employees.",NON
7878,"the subcontract does not specify that, for the subcontracted work, the nominated Subcontractor shall undertake to the Contractor such obligations and liabilities as will enable the Contractor to discharge the Contractor’s corresponding obligations and liabilities under the Contract.",OBLI-direct#OTHERS
7879,the nominated Subcontractor shall indemnify the Contractor against and from all obligations and liabilities arising under or in connection with the Contract and from the consequences of any failure by the Subcontractor to perform these obligations or to fulfill these liabilities.,OBLI-direct#OTHERS
7880,The Contractor shall pay to the nominated Subcontractor the amounts due in accordance with the subcontract.,CONTRACTOR#OBLI-direct
7881,"These amounts plus other charges shall be included in the Contract Price in accordance with sub-paragraph of Sub-Clause, except as stated in Sub-Clause.",NON
7882,"Before making an interim payment under Sub-Clause which includes an amount payable to a nominated Subcontractor, the Employer may request the Contractor to supply reasonable evidence that the nominated Subcontractor has received all amounts due in accordance with previous interim payments by the Employer, less applicable deductions for retention or otherwise.",CONTRACTOR#OBLI-explain
7883,"Unless the Contractor submits this reasonable evidence, satisfies the Employer in writing, or submits to the Employer reasonable evidence, then the Employer may pay, directly to the nominated Subcontractor, part or all of such amounts included in previous payments as are due to the nominated Subcontractor and for which the Contractor has failed to submit the evidence described in sub-paragraphs above.",NON
7884,"Thereafter, the Employer shall give a Notice to the Contractor stating the amount paid directly to the nominated Subcontractor by the Employer and, in the next interim payment after this Notice, shall include this amount as a deduction under Sub-Clause.",EMPLOYER#OBLI-direct
7885,"The Contractor shall, as specified in the Employer’s Requirements or as instructed by the Employer, co-operate with and allow appropriate opportunities for carrying out work by the Employer’s Personnel.",CONTRACTOR#OBLI-direct
7886,"The Contractor shall, as specified in the Employer’s Requirements or as instructed by the Employer, co-operate with and allow appropriate opportunities for carrying out work by any other contractors employed by the Employer.",CONTRACTOR#OBLI-direct
7887,"The Contractor shall, as specified in the Employer’s Requirements or as instructed by the Employer, co-operate with and allow appropriate opportunities for carrying out work by the personnel of any legally constituted public authorities and private utility companies, who may be employed in the carrying out, on or near the Site, of any work not included in the Contract.",CONTRACTOR#OBLI-direct
7888,"Such appropriate opportunities may include the use of Contractor’s Equipment, Temporary Works, access arrangements which are the responsibility of the Contractor, and other Contractor’s facilities or services on the Site.",NON
7889,"The Contractor shall be responsible for the Contractor’s construction activities on the Site, and shall use all reasonable endeavours to co-ordinate these activities with those of other contractors to the extent specified in the Employer’s Requirements or as instructed by the Employer.",CONTRACTOR#OBLI-direct
7890,"If the Contractor suffers delay and incurs Cost as a result of an instruction under this Sub-Clause, to the extent that co-operation, allowance of opportunities and coordination was Unforeseeable having regard to that specified in the Employer’s Requirements, the Contractor shall be entitled subject to Sub-Clause to EOT and/ or payment of such Cost Plus Profit.",EMPLOYER#OBLI-explain
7891,The Contractor shall set out the Works in relation to the items of reference under Sub-Clause.,CONTRACTOR#OBLI-direct
7892,The Contractor shall verify the accuracy of all these items of reference before they are used for the Works.,CONTRACTOR#OBLI-direct
7893,"The Contractor shall rectify any error in the items of reference, positions, levels, dimensions or alignment of the Works.",CONTRACTOR#OBLI-direct
7894,The Contractor shall be responsible for the correct positioning of all parts of the Works.,CONTRACTOR#OBLI-direct
7895,The Contractor shall comply with all applicable health and safety regulations and Laws.,CONTRACTOR#OBLI-direct
7896,The Contractor shall comply with all applicable health and safety obligations specified in the Contract.,CONTRACTOR#OBLI-direct
7897,The Contractor shall comply with all directives issued by the Contractor’s health and safety officer.,CONTRACTOR#OBLI-direct
7898,The Contractor shall take care of the health and safety of all persons entitled to be on the Site and other places where the Works are being executed.,CONTRACTOR#OBLI-direct
7899,"The Contractor shall keep the Site, Works where the Works are being executed clear of unnecessary obstruction so as to avoid danger to these persons.",CONTRACTOR#OBLI-direct
7900,"The Contractor shall provide fencing, lighting, safe access, guarding and watching of the Works, until the Works are taken over under Clause.",CONTRACTOR#OBLI-direct
7901,"The Contractor shall provide fencing, lighting, safe access, guarding and watching of any part of the Works where the Contractor is executing outstanding works or remedying any defects during the DNP.",CONTRACTOR#OBLI-direct
7902,"The Contractor shall provide any Temporary Works which may be necessary, because of the execution of the Works, for the use and protection of the public and of owners and occupiers of adjacent land and property.",CONTRACTOR#OBLI-direct
7903,"Within 21 days of the Commencement Date and before commencing any construction on the Site, the Contractor shall submit to the Employer for information a health and safety manual which has been specifically prepared for the Works, the Site and other places where the Contractor intends to execute the Works.",CONTRACTOR#OBLI-direct
7904,This manual shall be in addition to any other similar document required under applicable health and safety regulations and Laws.,NON
7905,The health and safety manual shall set out all the health and safety requirements specified in the Employer’s Requirements.,NON
7906,The health and safety manual shall set out all the health and safety requirements that comply with all the Contractor’s health and safety obligations under the Contract.,NON
7907,The health and safety manual shall set out all the health and safety requirements that are necessary to effect and maintain a healthy and safe working environment for all persons entitled to be on the Site and other places where the Works are being executed.,NON
7908,"This manual shall be revised as necessary by the Contractor or the Contractor’s health and safety officer, or at the reasonable request of the Employer.",OBLI-direct#OTHERS
7909,Each revision of the manual shall be submitted promptly to the Employer.,NON
7910,"In addition to the reporting requirement of sub-paragraph of Sub-Clause, the Contractor shall submit to the Employer details of any accident as soon as practicable after its occurrence and, in the case of an accident causing serious injury or death, shall inform the Employer immediately.",CONTRACTOR#OBLI-direct
7911,"The Contractor shall, as specified in the Employer’s Requirements and as the Employer may reasonably require, maintain records and make reports concerning the health and safety of persons and any damage to property.",CONTRACTOR#OBLI-direct
7912,The Contractor shall prepare and implement a QM System to demonstrate compliance with the requirements of the Contract.,CONTRACTOR#OBLI-direct
7913,The QM System shall be specifically prepared for the Works and submitted to the Employer within 28 days of the Commencement Date.,NON
7914,"Thereafter, whenever the QM System is updated or revised, a copy shall promptly be submitted to the Employer.",NON
7915,"The QM System shall be in accordance with the details stated in the Employer’s Requirements and shall include the Contractor’s procedures to ensure that all Notices and other communications under Sub-Clause, Contractor’s Documents, as-built records, O&M Manuals, and contemporary records can be traced, with full certainty, to the Works, Goods, work, workmanship or test to which they relate.",NON
7916,"The QM System shall be in accordance with the details stated in the Employer’s Requirements and shall include the Contractor’s procedures to ensure proper coordination and management of interfaces between the stages of execution of the Works, and between Subcontractors.",NON
7917,The QM System shall be in accordance with the details stated in the Employer’s Requirements and shall include the Contractor’s procedures for the submission of Contractor’s Documents to the Employer for Review.,NON
7918,"The Contractor shall carry out internal audits of the QM System regularly, and at least once every 6 months.",CONTRACTOR#OBLI-direct
7919,The Contractor shall submit to the Employer a report listing the results of each internal audit within 7 days of completion.,CONTRACTOR#OBLI-direct
7920,"Each report shall include, where appropriate, the proposed measures to improve and rectify the QM System and its implementation.",NON
7921,"If the Contractor is required by the Contractor’s quality assurance certification to be subject to external audit, the Contractor shall immediately give a Notice to the Employer describing any failing identified in any external audit.",CONTRACTOR#OBLI-direct
7922,"If the Contractor is a JV, this obligation shall apply to each member of the JV.",NON
7923,"The Contractor shall prepare and implement a Compliance Verification System to demonstrate that the design, Materials, Employer-Supplied Materials, Plant, work and workmanship comply in all respects with the Contract.",CONTRACTOR#OBLI-direct
7924,The Compliance Verification System shall be in accordance with the details stated in the Employer’s Requirements and shall include a method for reporting the results of all inspections and tests carried out by the Contractor.,NON
7925,"In the event that any inspection or test identifies a non-compliance with the Contract, Sub-Clause shall apply.",NON
7926,"Compliance with the QM System and Compliance Verification System shall not relieve the Contractor from any duty, obligation or responsibility under or in connection with the Contract.",NON
7927,The Contractor shall be responsible for verifying and interpreting all data made available by the Employer under Sub-Clause.,CONTRACTOR#OBLI-direct
7928,The Contractor shall be deemed to have satisfied himself/herself as to the correctness and sufficiency of the Contract Price stated in the Contract Agreement.,CONTRACTOR#OBLI-direct
7929,"Unless otherwise stated in the Contract, the Contract Price stated in the Contract Agreement shall be deemed to cover all the Contractor’s obligations under the Contract and all things necessary for the proper execution of the Works in accordance with the Contract.",NON
7930,Except as otherwise stated in the Particular Conditions:,NON
7931,"the Contractor shall be deemed to have obtained all necessary information as to risks, contingencies and other circumstances which may influence or affect the Works.",CONTRACTOR#OBLI-direct
7932,"by signing the Contract Agreement, the Contractor accepts total responsibility for having foreseen all diffculties and costs of successfully completing the Works.",CONTRACTOR#OBLI-direct
7933,the Contract Price shall not be adjusted to take account of any Unforeseeable or unforeseen diffculties or costs.,NON
7934,"The Contractor shall bear all costs and charges for special and temporary rights-of-way which may be required for the purposes of the Works, including those for access to the Site.",CONTRACTOR#OBLI-direct
7935,"The Contractor shall also obtain, at the Contractor’s risk and cost, any additional facilities outside the Site which may be required for the purposes of the Works.",CONTRACTOR#OBLI-direct
7936,The Contractor shall not interfere unnecessarily or improperly with the convenience of the public.,CONTRACTOR#OBLI-direct
7937,"The Contractor shall not interfere unnecessarily or improperly with the access to and use and occupation of all roads and footpaths, irrespective of whether they are public or in the possession of the Employer or of others.",CONTRACTOR#OBLI-direct
7938,"The Contractor shall indemnify and hold the Employer harmless against and from all damages, losses and expenses resulting from any such unnecessary or improper interference.",CONTRACTOR#OBLI-direct
7939,"The Contractor shall be deemed to have been satisfied, at the Base Date, as to the suitability and availability of the access routes to the Site.",CONTRACTOR#OBLI-direct
7940,The Contractor shall take all necessary measures to prevent any road or bridge from being damaged by the Contractor’s traffc or by the Contractor’s Personnel.,CONTRACTOR#OBLI-direct
7941,These measures shall include the proper use of appropriate vehicles and any other restrictions and routes.,NON
7942,Except as otherwise stated in these Conditions:,NON
7943,"the Contractor shall be responsible for repair of any damage caused to, and any maintenance which may be required for the Contractor’s use of, access routes.",CONTRACTOR#OBLI-direct
7944,"the Contractor shall provide all necessary signs or directions along access routes, and shall obtain any permissions or permits which may be required from the relevant authorities, for the Contractor’s use of routes, signs and directions.",CONTRACTOR#OBLI-direct
7945,the Employer shall not be responsible for any third party claims which may arise from the Contractor’s use or otherwise of any access route.,EMPLOYER#OBLI-direct
7946,the Employer does not guarantee the suitability or availability of particular access routes.,EMPLOYER#OBLI-direct
7947,"all Costs due to non-suitability or non-availability, for the use required by the Contractor, of access routes shall be borne by the Contractor.",CONTRACTOR#OBLI-direct
7948,"To the extent that non-suitability or non-availability of an access route arises as a result of changes to that access route by the Employer or a third party after the Base Date and as a result the Contractor suffers delay and incurs Cost, the Contractor shall be entitled subject to Sub-Clause to EOT and payment of such Cost.",EMPLOYER#OBLI-explain
7949,"The Contractor shall give a Notice to the Employer not less than 21 days before the date on which any Plant, or a major item of other Goods, will be delivered to the Site.",CONTRACTOR#OBLI-direct
7950,"The Contractor shall be responsible for packing, loading, transporting, receiving, unloading, storing and protecting all Goods and other things required for the Works.",CONTRACTOR#OBLI-direct
7951,"The Contractor shall be responsible for customs clearance, permits, fees and charges related to the import, transport and handling of all Goods, including all obligations necessary for their delivery to the Site.",CONTRACTOR#OBLI-direct
7952,"The Contractor shall indemnify and hold the Employer harmless against and from all damages, losses and expenses resulting from the import, transport and handling of all Goods.",CONTRACTOR#OBLI-direct
7954,The Contractor shall be responsible for all Contractor’s Equipment.,CONTRACTOR#OBLI-direct
7955,"When brought on to the Site, Contractor’s Equipment shall be deemed to be exclusively intended for the execution of the Works.",NON
7956,The Contractor shall not remove from the Site any major items of Contractor’s Equipment without the Employer’s consent.,CONTRACTOR#OBLI-direct
7957,"However, consent shall not be required for vehicles transporting Goods or Contractor’s Personnel off Site.",NON
7958,"In addition to any Notice given under Sub-Clause, the Contractor shall give a Notice to the Employer of the date on which any major item of Contractor’s Equipment has been delivered to the Site.",CONTRACTOR#OBLI-direct
7959,This Notice shall be given within 7 days of the delivery date.,NON
7960,This Notice shall identify whether the item of Contractor’s Equipment is owned by the Contractor or a Subcontractor or another person.,NON
7961,"if rented or leased, this Notice shall identify the rental or leasing entity.",NON
7962,The Contractor shall take all necessary measures to protect the environment.,CONTRACTOR#OBLI-direct
7963,The Contractor shall take all necessary measures to comply with the environmental impact statement for the Works.,CONTRACTOR#OBLI-direct
7964,"The Contractor shall take all necessary measures to limit damage and nuisance to people and property resulting from pollution, noise and other results of the Contractor’s operations and activities.",CONTRACTOR#OBLI-direct
7965,"The Contractor shall ensure that emissions, surface discharges, effluent and any other pollutants from the Contractor’s activities shall exceed neither the values indicated in the Employer’s Requirements, nor those prescribed by applicable Laws.",CONTRACTOR#OBLI-direct
7966,"The Contractor shall, except as stated below, be responsible for the provision of all temporary utilities, including electricity, gas, telecommunications, water and any other services the Contractor may require for the execution of the Works.",CONTRACTOR#OBLI-direct
7967,"The following provisions of this Sub-Clause shall only apply if, as stated in the Employer’s Requirements, the Employer is to provide utilities for the Contractor’s use.",NON
7968,"The Contractor shall be entitled to use, for the purposes of the Works, the utilities on the Site for which details and prices are given in the Employer’s Requirements.",CONTRACTOR#OBLI-direct
7969,"The Contractor shall, at the Contractor’s risk and cost, provide any apparatus necessary for the Contractor’s use of these services and for measuring the quantities consumed.",CONTRACTOR#OBLI-direct
7970,The apparatus provided for measuring quantities consumed shall be subject to the Employer’s consent.,NON
7971,The quantities consumed during each period of payment stated in the Contract Data shall be measured by the Contractor.,CONTRACTOR#OBLI-direct
7972,the amount to be paid by the Contractor for such quantities shall be included in the relevant Statement.,NON
7973,"Monthly progress reports, in the format stated in the Employer’s Requirements shall be prepared by the Contractor and submitted to the Employer.",CONTRACTOR#OBLI-direct
7974,"Each progress report shall be submitted in one paper-original, one electronic copy and additional paper copies as stated in the Contract Data.",NON
7975,The first report shall cover the period up to the end of the first month following the Commencement Date.,NON
7976,"Reports shall be submitted monthly thereafter, each within 7 days after the last day of the month to which it relates.",NON
7977,"Reporting shall continue until the Date of Completion of the Works or, if outstanding work is listed in the Taking-Over Certificate, the date on which such outstanding work is completed.",NON
7978,"Unless otherwise stated in the Employer’s Requirements, each progress report shall include charts, diagrams and detailed descriptions of progress, including each stage of design, Contractor’s Documents, procurement, manufacture, delivery to Site, construction, erection, testing, commissioning and trial operation.",NON
7979,"Unless otherwise stated in the Employer’s Requirements, each progress report shall include photographs and video recordings showing the status of manufacture and of progress on and off the Site.",NON
7980,"Unless otherwise stated in the Employer’s Requirements, each progress report shall include the name of the manufacturer, manufacture location, percentage progress, and the actual or expected dates.",NON
7981,each progress report shall include the details described in Sub-Clause.,NON
7982,"each progress report shall include copies of quality management documents, inspection reports, test results, and compliance verification documentation.",NON
7983,"each progress report shall include a list of Variations, and any Notices given under Sub-Clause.",NON
7984,"each progress report shall include health and safety statistics, including details of any hazardous incidents and activities relating to environmental aspects and public relations.",NON
7985,"comparisons of actual and planned progress, with details of any events or circumstances which may adversely affect the completion of the Works in accordance with the Programme and the Time for Completion, and the measures being adopted to overcome delays.",NON
7986,"However, nothing stated in any progress report shall constitute a Notice under a Sub-Clause of these Conditions.",NON
7987,The Contractor shall be responsible for the security of the Site for keeping unauthorised persons off the Site.,CONTRACTOR#OBLI-direct
7988,"authorised persons shall be limited to the Contractor’s Personnel, the Employer’s Personnel, and to any other personnel identified as authorised personnel, by a Notice from the Employer to the Contractor.",NON
7989,"The Contractor shall confine the Contractor’s operations to the Site, and to any additional areas which may be obtained by the Contractor and acknowledged by the Employer as working areas.",CONTRACTOR#OBLI-direct
7990,"The Contractor shall take all necessary precautions to keep Contractor’s Equipment and Contractor’s Personnel within the Site and these additional areas, and to keep them off adjacent land.",CONTRACTOR#OBLI-direct
7991,"At all times, the Contractor shall keep the Site free from all unnecessary obstruction, and shall properly store or remove from the Site any Contractor’s Equipment and surplus materials.",CONTRACTOR#OBLI-direct
7992,"The Contractor shall promptly clear away and remove from the Site any wreckage, rubbish, hazardous waste and Temporary Works which are no longer required.",CONTRACTOR#OBLI-direct
7993,"Promptly after the issue of a Taking-Over Certificate, the Contractor shall clear away and remove, from that part of the Site and Works to which the Taking-Over Certificate refers, all Contractor’s Equipment, surplus material, wreckage, rubbish, hazardous waste and Temporary Works.",CONTRACTOR#OBLI-direct
7994,The Contractor shall leave that part of the Site and the Works in a clean and safe condition.,CONTRACTOR#OBLI-direct
7995,"However, the Contractor may retain at locations on the Site agreed with the Employer, during the DNP, such Goods as are required for the Contractor to fulfill obligations under the Contract.",CONTRACTOR#OBLI-direct
7996,"All fossils, coins, articles of value or antiquity, and structures and other remains or items of geological or archaeological interest found on the Site shall be placed under the care and authority of the Employer.",NON
7997,The Contractor shall take all reasonable precautions to prevent Contractor’s Personnel or other persons from removing or damaging any of these findings.,CONTRACTOR#OBLI-direct
7998,"The Contractor shall, as soon as practicable after discovery of any such finding, give a Notice to the Employer in good time to give the Employer opportunity to promptly inspect and investigate the finding before it is disturbed.",CONTRACTOR#OBLI-direct
7999,This Notice shall describe the finding and the Employer shall issue instructions for dealing with it.,NON
8000,"If the Contractor suffers delay and incurs Cost from complying with the Employer’s instructions, the Contractor shall be entitled subject to Sub-Clause to EOT and payment of such Cost.",EMPLOYER#OBLI-explain
8001,"The Contractor shall be deemed to have scrutinised, prior to the Base Date, the Employer’s Requirements.",CONTRACTOR#OBLI-direct
8002,"The Contractor shall carry out, and be responsible for, the design of the Works and for the accuracy of such Employer’s Requirements, except as stated in this Sub-Clause below.",CONTRACTOR#OBLI-direct
8003,"Design shall be prepared by designers who are engineers or other professionals, qualified, experienced and competent in the disciplines of the design for which they are responsible.",OBLI-direct#OTHERS
